raceid,resultid,statusid
961,23224,130
962,23225,1
962,23226,1
962,23227,1
962,23228,1
962,23229,1
962,23230,1
962,23231,1
962,23232,1
962,23233,1
962,23234,1
962,23235,11
962,23236,11
962,23237,11
962,23238,11
962,23239,11
962,23240,11
962,23241,11
962,23242,12
962,23243,23
962,23244,25
962,23245,4
962,23246,54
963,23247,1
963,23248,1
963,23249,1
963,23250,1
963,23251,1
963,23252,1
963,23253,1
963,23254,1
963,23255,1
963,23256,1
963,23257,1
963,23258,11
963,23259,11
963,23260,11
963,23261,11
963,23262,11
963,23263,23
963,23264,5
963,23265,61
963,23266,75
963,23267,23
963,23268,4
964,23269,1
964,23270,1
964,23271,1
964,23272,1
964,23273,1
964,23274,1
964,23275,1
964,23276,1
964,23277,1
964,23278,1
964,23279,1
964,23280,11
964,23281,11
964,23282,11
964,23283,11
964,23284,11
964,23285,11
964,23286,11
964,23287,11
964,23288,11
964,23289,11
964,23290,11
965,23291,1
965,23292,1
965,23293,1
965,23294,1
965,23295,1
965,23296,1
965,23297,11
965,23298,11
965,23299,11
965,23300,11
965,23301,11
965,23302,11
965,23303,11
965,23304,11
965,23305,11
965,23306,11
965,23307,11
965,23308,12
965,23309,36
965,23310,6
965,23311,23
965,23312,4
966,23313,1
966,23314,1
966,23315,1
966,23316,1
966,23317,1
966,23318,1
966,23319,1
966,23320,1
966,23321,1
966,23322,1
966,23323,11
966,23324,11
966,23325,11
966,23326,11
966,23327,11
966,23328,11
966,23329,11
966,23330,11
966,23331,11
966,23332,11
966,23333,12
966,23334,4
967,23335,1
967,23336,1
967,23337,1
967,23338,1
967,23339,1
967,23340,1
967,23341,1
967,23342,1
967,23343,1
967,23344,1
967,23345,1
967,23346,1
967,23347,1
967,23348,1
967,23349,1
967,23350,1
967,23351,31
967,23352,4
967,23353,130
967,23354,4
967,23355,4
967,23356,54
968,23357,1
968,23358,1
968,23359,1
968,23360,1
968,23361,1
968,23362,1
968,23363,1
968,23364,1
968,23365,1
968,23366,1
968,23367,1
968,23368,1
968,23369,11
968,23370,11
968,23371,11
968,23372,11
968,23373,11
968,23374,130
968,23375,6
968,23376,22
968,23377,22
968,23378,22
969,23379,1
969,23380,1
969,23381,1
969,23382,1
969,23383,1
969,23384,1
969,23385,11
969,23386,11
969,23387,11
969,23388,11
969,23389,11
969,23390,12
969,23391,12
969,23392,76
969,23393,22
969,23394,23
969,23395,131
969,23396,9
969,23397,23
969,23398,47
970,23399,1
970,23400,1
970,23401,1
970,23402,1
970,23403,1
970,23404,1
970,23405,1
970,23406,11
970,23407,11
970,23408,11
970,23409,11
970,23410,11
970,23411,11
970,23412,11
970,23413,11
970,23414,30
970,23415,9
970,23416,32
970,23417,3
970,23418,4
971,23419,1
971,23420,1
971,23421,1
971,23422,1
971,23423,1
971,23424,1
971,23425,1
971,23426,1
971,23427,1
971,23428,1
971,23429,11
971,23430,11
971,23431,11
971,23432,131
971,23433,6
971,23434,4
971,23435,4
971,23436,23
971,23437,10
971,23438,131
972,23439,1
972,23440,1
972,23441,1
972,23442,1
972,23443,1
972,23444,1
972,23445,1
972,23446,1
972,23447,11
972,23448,11
972,23449,11
972,23450,11
972,23451,11
972,23452,11
972,23453,11
972,23454,12
972,23455,23
972,23456,4
972,23457,4
972,23458,131
973,23459,1
973,23460,1
973,23461,1
973,23462,11
973,23463,11
973,23464,11
973,23465,11
973,23466,11
973,23467,11
973,23468,11
973,23469,12
973,23470,12
973,23471,12
973,23472,12
973,23473,12
973,23474,12
973,23475,131
973,23476,4
973,23477,130
973,23478,130
974,23479,1
974,23480,1
974,23481,1
974,23482,1
974,23483,1
974,23484,1
974,23485,1
974,23486,1
974,23487,1
974,23488,1
974,23489,1
974,23490,1
974,23491,1
974,23492,130
974,23493,23
974,23494,3
974,23495,3
974,23496,130
974,23497,4
974,23498,6
975,23499,1
975,23500,1
975,23501,1
975,23502,1
975,23503,1
975,23504,1
975,23505,1
975,23506,1
975,23507,11
975,23508,11
975,23509,11
975,23510,11
975,23511,11
975,23512,11
975,23513,12
975,23514,131
975,23515,131
975,23516,10
975,23517,4
975,23518,4
976,23519,1
976,23520,1
976,23521,1
976,23522,1
976,23523,1
976,23524,1
976,23525,1
976,23526,1
976,23527,1
976,23528,1
976,23529,1
976,23530,1
976,23531,11
976,23532,34
976,23533,136
976,23534,22
976,23535,3
976,23536,51
976,23537,84
976,23538,131
841,23539,81
841,23540,81
846,23541,82
977,23542,1
977,23543,1
977,23544,1
977,23545,1
977,23546,1
977,23547,1
977,23548,11
977,23549,11
977,23550,11
977,23551,11
977,23552,11
977,23553,11
977,23554,11
977,23555,11
977,23556,12
977,23557,13
977,23558,5
977,23559,9
977,23560,130
977,23561,130
978,23562,1
978,23563,1
978,23564,1
978,23565,1
978,23566,1
978,23567,1
978,23568,1
978,23569,11
978,23570,11
978,23571,11
978,23572,11
978,23573,11
978,23574,11
978,23575,11
978,23576,11
978,23577,11
978,23578,11
978,23579,131
978,23580,130
978,23581,9
979,23582,1
979,23583,1
979,23584,1
979,23585,1
979,23586,1
979,23587,1
979,23588,11
979,23589,11
979,23590,11
979,23591,11
979,23592,11
979,23593,11
979,23594,11
979,23595,11
979,23596,12
979,23597,12
979,23598,23
979,23599,44
979,23600,61
979,23601,4
980,23602,1
980,23603,1
980,23604,1
980,23605,1
980,23606,1
980,23607,1
980,23608,1
980,23609,1
980,23610,1
980,23611,1
980,23612,1
980,23613,1
980,23614,1
980,23615,1
980,23616,1
980,23617,1
980,23618,6
980,23619,5
980,23620,5
980,23621,4
981,23622,1
981,23623,1
981,23624,1
981,23625,1
981,23626,1
981,23627,1
981,23628,1
981,23629,1
981,23630,1
981,23631,11
981,23632,11
981,23633,11
981,23634,11
981,23635,11
981,23636,11
981,23637,12
981,23638,6
981,23639,6
981,23640,5
981,23641,5
982,23642,1
982,23643,1
982,23644,1
982,23645,1
982,23646,1
982,23647,1
982,23648,1
982,23649,1
982,23650,1
982,23651,1
982,23652,1
982,23653,12
982,23654,5
982,23655,5
982,23656,3
982,23657,3
982,23658,130
982,23659,3
982,23660,3
982,23661,3
983,23662,1
983,23663,1
983,23664,1
983,23665,1
983,23666,1
983,23667,1
983,23668,11
983,23669,11
983,23670,11
983,23671,11
983,23672,11
983,23673,11
983,23674,11
983,23675,11
983,23676,11
983,23677,11
983,23678,11
983,23679,12
983,23680,5
983,23681,84
984,23682,1
984,23683,1
984,23684,1
984,23685,1
984,23686,1
984,23687,1
984,23688,1
984,23689,1
984,23690,1
984,23691,11
984,23692,11
984,23693,11
984,23694,11
984,23695,11
984,23696,12
984,23697,36
984,23698,33
984,23699,3
984,23700,105
984,23701,3
985,23702,1
985,23703,1
985,23704,1
985,23705,1
985,23706,1
985,23707,1
985,23708,1
985,23709,11
985,23710,11
985,23711,11
985,23712,11
985,23713,11
985,23714,11
985,23715,11
985,23716,11
985,23717,11
985,23718,5
985,23719,5
985,23720,4
985,23721,5
986,23722,1
986,23723,1
986,23724,1
986,23725,1
986,23726,11
986,23727,11
986,23728,11
986,23729,11
986,23730,11
986,23731,11
986,23732,11
986,23733,11
986,23734,11
986,23735,12
986,23736,12
986,23737,5
986,23738,5
986,23739,5
986,23740,10
986,23741,5
987,23742,1
987,23743,1
987,23744,1
987,23745,1
987,23746,1
987,23747,1
987,23748,1
987,23749,1
987,23750,1
987,23751,11
987,23752,11
987,23753,11
987,23754,11
987,23755,11
987,23756,12
987,23757,12
987,23758,5
987,23759,3
987,23760,3
987,23761,3
988,23762,1
988,23763,1
988,23764,1
988,23765,1
988,23766,1
988,23767,1
988,23768,1
988,23769,1
988,23770,11
988,23771,11
988,23772,11
988,23773,11
988,23774,11
988,23775,11
988,23776,11
988,23777,11
988,23778,11
988,23779,11
988,23780,36
988,23781,9
989,23782,1
989,23783,1
989,23784,1
989,23785,1
989,23786,1
989,23787,1
989,23788,1
989,23789,1
989,23790,1
989,23791,1
989,23792,1
989,23793,1
989,23794,1
989,23795,1
989,23796,11
989,23797,36
989,23798,36
989,23799,5
989,23800,38
989,23801,23
990,23802,1
990,23803,1
990,23804,1
990,23805,1
990,23806,1
990,23807,1
990,23808,11
990,23809,11
990,23810,11
990,23811,11
990,23812,11
990,23813,11
990,23814,11
990,23815,11
990,23816,11
990,23817,11
990,23818,11
990,23819,36
990,23820,29
990,23821,10
991,23822,1
991,23823,1
991,23824,1
991,23825,1
991,23826,1
991,23827,1
991,23828,1
991,23829,1
991,23830,1
991,23831,1
991,23832,1
991,23833,1
991,23834,1
991,23835,1
991,23836,1
991,23837,1
991,23838,1
991,23839,1
991,23840,1
991,23841,130
992,23842,1
992,23843,1
992,23844,1
992,23845,1
992,23846,1
992,23847,1
992,23848,1
992,23849,1
992,23850,1
992,23851,1
992,23852,1
992,23853,1
992,23854,1
992,23855,29
992,23856,3
992,23857,4
992,23858,4
992,23859,3
992,23860,4
992,23861,4
993,23862,1
993,23863,1
993,23864,1
993,23865,1
993,23866,1
993,23867,11
993,23868,11
993,23869,11
993,23870,12
993,23871,12
993,23872,12
993,23873,12
993,23874,12
993,23875,13
993,23876,6
993,23877,44
993,23878,101
993,23879,4
993,23880,4
993,23881,4
994,23882,1
994,23883,1
994,23884,1
994,23885,1
994,23886,1
994,23887,1
994,23888,1
994,23889,1
994,23890,1
994,23891,1
994,23892,1
994,23893,1
994,23894,1
994,23895,11
994,23896,11
994,23897,11
994,23898,12
994,23899,4
994,23900,4
994,23901,6
995,23902,1
995,23903,1
995,23904,1
995,23905,1
995,23906,1
995,23907,1
995,23908,11
995,23909,11
995,23910,11
995,23911,11
995,23912,11
995,23913,11
995,23914,11
995,23915,11
995,23916,12
995,23917,12
995,23918,12
995,23919,43
995,23920,4
995,23921,4
996,23922,1
996,23923,1
996,23924,1
996,23925,1
996,23926,1
996,23927,1
996,23928,1
996,23929,1
996,23930,1
996,23931,1
996,23932,11
996,23933,11
996,23934,11
996,23935,11
996,23936,11
996,23937,36
996,23938,29
996,23939,5
996,23940,4
996,23941,4
997,23942,1
997,23943,1
997,23944,1
997,23945,11
997,23946,11
997,23947,11
997,23948,11
997,23949,11
997,23950,11
997,23951,11
997,23952,11
997,23953,11
997,23954,12
997,23955,12
997,23956,130
997,23957,32
997,23958,9
997,23959,43
997,23960,9
997,23961,5
998,23962,1
998,23963,1
998,23964,1
998,23965,1
998,23966,1
998,23967,1
998,23968,1
998,23969,1
998,23970,1
998,23971,1
998,23972,1
998,23973,1
998,23974,1
998,23975,1
998,23982,131
998,23977,23
998,23978,4
998,23979,4
998,23980,3
998,23981,27
999,23983,1
999,23984,1
999,23985,1
999,23986,1
999,23987,1
999,23988,1
999,23989,1
999,23990,1
999,23991,1
999,23992,1
999,23993,1
999,23994,1
999,23995,1
999,23996,11
999,23997,11
999,23998,31
999,23999,5
999,24000,3
999,24001,5
999,24002,5
1000,24003,1
1000,24004,1
1000,24005,1
1000,24006,1
1000,24007,1
1000,24008,1
1000,24009,11
1000,24010,11
1000,24011,11
1000,24012,11
1000,24013,11
1000,24014,11
1000,24015,11
1000,24016,11
1000,24017,12
1000,24018,12
1000,24019,12
1000,24020,6
1000,24021,75
1000,24022,22
1001,24023,1
1001,24024,1
1001,24025,1
1001,24026,1
1001,24027,1
1001,24028,1
1001,24029,1
1001,24030,1
1001,24031,1
1001,24032,11
1001,24033,11
1001,24034,11
1001,24035,11
1001,24036,11
1001,24037,11
1001,24038,31
1001,24039,23
1001,24040,3
1001,24041,3
1001,24042,3
1002,24043,1
1002,24044,1
1002,24045,1
1002,24046,1
1002,24047,1
1002,24048,1
1002,24049,1
1002,24050,1
1002,24051,11
1002,24052,11
1002,24053,11
1002,24054,11
1002,24055,11
1002,24056,11
1002,24057,11
1002,24058,11
1002,24059,5
1002,24060,5
1002,24061,23
1002,24062,2
1003,24063,1
1003,24064,1
1003,24065,1
1003,24066,1
1003,24067,1
1003,24068,1
1003,24069,1
1003,24070,11
1003,24071,11
1003,24072,11
1003,24073,11
1003,24074,11
1003,24075,11
1003,24076,11
1003,24077,11
1003,24078,11
1003,24079,11
1003,24080,12
1003,24081,12
1003,24082,4
1004,24083,1
1004,24084,1
1004,24085,1
1004,24086,1
1004,24087,1
1004,24088,1
1004,24089,1
1004,24090,11
1004,24091,11
1004,24092,11
1004,24093,11
1004,24094,11
1004,24095,11
1004,24096,11
1004,24097,11
1004,24098,12
1004,24099,12
1004,24100,12
1004,24101,23
1004,24102,23
1005,24103,1
1005,24104,1
1005,24105,1
1005,24106,1
1005,24107,1
1005,24108,1
1005,24109,1
1005,24110,1
1005,24111,1
1005,24112,11
1005,24113,11
1005,24114,11
1005,24115,11
1005,24116,11
1005,24117,11
1005,24118,11
1005,24119,11
1005,24120,26
1005,24121,5
1005,24122,130
1006,24123,1
1006,24124,1
1006,24125,1
1006,24126,1
1006,24127,1
1006,24128,1
1006,24129,1
1006,24130,1
1006,24131,11
1006,24132,11
1006,24133,11
1006,24134,11
1006,24135,11
1006,24136,12
1006,24137,130
1006,24138,84
1006,24139,130
1006,24140,4
1006,24141,2
1006,24142,2
1007,24143,1
1007,24144,1
1007,24145,1
1007,24146,1
1007,24147,11
1007,24148,12
1007,24149,12
1007,24150,12
1007,24151,12
1007,24152,12
1007,24153,12
1007,24154,12
1007,24155,12
1007,24156,12
1007,24157,12
1007,24158,13
1007,24159,5
1007,24160,23
1007,24161,22
1007,24162,5
1008,24163,1
1008,24164,1
1008,24165,1
1008,24166,1
1008,24167,1
1008,24168,1
1008,24169,1
1008,24170,1
1008,24171,1
1008,24172,11
1008,24173,11
1008,24174,11
1008,24175,11
1008,24176,11
1008,24177,11
1008,24178,12
1008,24179,12
1008,24180,12
1008,24181,25
1008,24182,4
1009,24183,1
1009,24184,1
1009,24185,1
1009,24186,1
1009,24187,1
1009,24188,1
1009,24189,1
1009,24190,1
1009,24191,11
1009,24192,11
1009,24193,11
1009,24194,11
1009,24195,11
1009,24196,11
1009,24197,11
1009,24198,5
1009,24199,5
1009,24200,75
1009,24201,75
1009,24202,4
1010,24203,1
1010,24204,1
1010,24205,1
1010,24206,1
1010,24207,1
1010,24208,1
1010,24209,11
1010,24210,11
1010,24211,11
1010,24212,11
1010,24213,11
1010,24214,11
1010,24215,11
1010,24216,11
1010,24217,11
1010,24218,12
1010,24219,13
1010,24220,36
1010,24221,137
1010,24222,5
1011,24223,1
1011,24224,1
1011,24225,1
1011,24226,1
1011,24227,1
1011,24228,1
1011,24229,1
1011,24230,1
1011,24231,1
1011,24232,1
1011,24233,1
1011,24234,11
1011,24235,11
1011,24236,11
1011,24237,11
1011,24238,12
1011,24239,5
1011,24240,60
1011,24241,130
1011,24242,31
1012,24243,1
1012,24244,1
1012,24245,1
1012,24246,1
1012,24247,1
1012,24248,1
1012,24249,11
1012,24250,11
1012,24251,11
1012,24252,11
1012,24253,11
1012,24254,11
1012,24255,11
1012,24256,11
1012,24257,11
1012,24258,12
1012,24259,12
1012,24260,4
1012,24261,4
1012,24262,131
1013,24263,1
1013,24264,1
1013,24265,1
1013,24266,1
1013,24267,1
1013,24268,1
1013,24269,1
1013,24270,1
1013,24271,1
1013,24272,11
1013,24273,11
1013,24274,11
1013,24275,11
1013,24276,11
1013,24277,12
1013,24278,12
1013,24279,7
1013,24280,23
1013,24281,4
1013,24282,4
1014,24283,1
1014,24284,1
1014,24285,1
1014,24286,1
1014,24287,1
1014,24288,1
1014,24289,1
1014,24290,1
1014,24291,1
1014,24292,1
1014,24293,1
1014,24294,1
1014,24295,1
1014,24296,1
1014,24297,1
1014,24298,1
1014,24299,11
1014,24300,11
1014,24301,4
1014,24302,4
745,24303,18
717,24304,98
633,24305,7
1015,24306,1
1015,24307,1
1015,24308,1
1015,24309,1
1015,24310,1
1015,24311,1
1015,24312,1
1015,24313,1
1015,24314,1
1015,24315,1
1015,24316,1
1015,24317,11
1015,24318,11
1015,24319,11
1015,24320,11
1015,24321,11
1015,24322,11
1015,24323,11
1015,24324,12
1015,24325,4
1016,24326,1
1016,24327,1
1016,24328,1
1016,24329,1
1016,24330,1
1016,24331,11
1016,24332,11
1016,24333,11
1016,24334,11
1016,24335,11
1016,24336,11
1016,24337,11
1016,24338,11
1016,24339,11
1016,24340,11
1016,24341,12
1016,24342,12
1016,24343,13
1016,24344,130
1016,24345,22
1017,24346,1
1017,24347,1
1017,24348,1
1017,24349,1
1017,24350,1
1017,24351,1
1017,24352,11
1017,24353,11
1017,24354,11
1017,24355,11
1017,24356,11
1017,24357,11
1017,24358,11
1017,24359,11
1017,24360,11
1017,24361,11
1017,24362,11
1017,24363,12
1017,24364,12
1017,24365,31
1018,24366,1
1018,24367,1
1018,24368,1
1018,24369,1
1018,24370,1
1018,24371,11
1018,24372,11
1018,24373,11
1018,24374,11
1018,24375,11
1018,24376,11
1018,24377,11
1018,24378,11
1018,24379,11
1018,24380,11
1018,24381,11
1018,24382,11
1018,24383,12
1018,24384,12
1018,24385,13
1019,24386,1
1019,24387,1
1019,24388,1
1019,24389,1
1019,24390,1
1019,24391,1
1019,24392,1
1019,24393,1
1019,24394,1
1019,24395,1
1019,24396,1
1019,24397,1
1019,24398,1
1019,24399,11
1019,24400,11
1019,24401,11
1019,24402,11
1019,24403,20
1019,24404,4
1019,24405,4
1020,24406,1
1020,24407,1
1020,24408,1
1020,24409,1
1020,24410,1
1020,24411,1
1020,24412,1
1020,24413,1
1020,24414,1
1020,24415,1
1020,24416,1
1020,24417,1
1020,24418,1
1020,24419,4
1020,24420,3
1020,24421,3
1020,24422,3
1020,24423,75
1020,24424,43
1020,24425,20
1021,24426,1
1021,24427,1
1021,24428,1
1021,24429,1
1021,24430,11
1021,24431,11
1021,24432,11
1021,24433,11
1021,24434,11
1021,24435,11
1021,24436,11
1021,24437,11
1021,24438,11
1021,24439,11
1021,24440,12
1021,24441,12
1021,24442,12
1021,24443,12
1021,24444,13
1021,24445,34
1022,24446,1
1022,24447,1
1022,24448,1
1022,24449,1
1022,24450,1
1022,24451,1
1022,24452,1
1022,24453,1
1022,24454,1
1022,24455,1
1022,24456,5
1022,24457,11
1022,24458,11
1022,24459,11
1022,24460,11
1022,24461,11
1022,24462,11
1022,24463,3
1022,24464,75
1022,24465,3
1023,24466,1
1023,24467,1
1023,24468,1
1023,24469,1
1023,24470,1
1023,24471,1
1023,24472,1
1023,24473,1
1023,24474,11
1023,24475,11
1023,24476,11
1023,24477,11
1023,24478,11
1023,24479,11
1023,24480,11
1023,24481,11
1023,24482,12
1023,24483,9
1023,24484,5
1023,24485,36
1024,24486,1
1024,24487,1
1024,24488,1
1024,24489,1
1024,24490,1
1024,24491,1
1024,24492,1
1024,24493,1
1024,24494,1
1024,24495,1
1024,24496,1
1024,24497,1
1024,24498,1
1024,24499,1
1024,24500,1
1024,24501,1
1024,24502,1
1024,24503,4
1024,24504,5
1024,24505,4
1025,24506,1
1025,24507,1
1025,24508,1
1025,24509,1
1025,24510,1
1025,24511,1
1025,24512,1
1025,24513,1
1025,24514,1
1025,24515,1
1025,24516,1
1025,24517,1
1025,24518,1
1025,24519,1
1025,24520,1
1025,24521,23
1025,24522,23
1025,24523,75
1025,24524,4
1025,24525,4
1026,24526,1
1026,24527,1
1026,24528,1
1026,24529,1
1026,24530,1
1026,24531,11
1026,24532,11
1026,24533,11
1026,24534,11
1026,24535,11
1026,24536,11
1026,24537,11
1026,24538,11
1026,24539,11
1026,24540,11
1026,24541,12
1026,24542,12
1026,24543,23
1026,24544,2
1026,24545,2
1027,24546,1
1027,24547,1
1027,24548,1
1027,24549,1
1027,24550,1
1027,24551,1
1027,24552,1
1027,24553,1
1027,24554,11
1027,24555,11
1027,24556,11
1027,24557,11
1027,24558,11
1027,24559,11
1027,24560,12
1027,24561,12
1027,24562,12
1027,24563,12
1027,24564,25
1027,24565,54
1031,24626,1
1028,24566,1
1028,24567,1
1028,24568,1
1028,24569,1
1028,24570,1
1028,24571,1
1028,24572,1
1028,24573,11
1028,24574,11
1028,24575,11
1028,24576,11
1028,24577,11
1028,24578,11
1028,24579,11
1028,24580,11
1028,24581,22
1028,24582,12
1028,24583,23
1028,24584,44
1028,24585,22
1029,24586,1
1029,24587,1
1029,24588,1
1029,24589,1
1029,24590,1
1029,24591,1
1029,24592,1
1029,24593,1
1029,24594,1
1029,24595,1
1029,24596,1
1029,24597,1
1029,24598,1
1029,24599,1
1029,24600,1
1029,24601,11
1029,24602,4
1029,24603,4
1029,24604,22
1029,24605,131
1030,24606,1
1030,24607,1
1030,24608,1
1030,24609,1
1030,24610,1
1030,24611,1
1030,24612,11
1030,24613,11
1030,24614,11
1030,24615,11
1030,24616,11
1030,24617,11
1030,24618,11
1030,24619,11
1030,24620,11
1030,24621,11
1030,24622,11
1030,24623,12
1030,24624,12
1030,24625,23
1031,24627,1
1031,24628,1
1031,24629,1
1031,24630,1
1031,24631,1
1031,24632,1
1031,24633,1
1031,24634,1
1031,24635,1
1031,24636,1
1031,24637,22
1031,24638,40
1031,24639,36
1031,24640,32
1031,24641,23
1031,24642,23
1031,24643,5
1031,24644,25
1031,24645,40
1032,24646,1
1032,24647,1
1032,24648,1
1032,24649,1
1032,24650,1
1032,24651,1
1032,24652,1
1032,24653,1
1032,24654,11
1032,24655,11
1032,24656,11
1032,24657,11
1032,24658,11
1032,24659,11
1032,24660,11
1032,24661,12
1032,24662,12
1032,24663,25
1032,24664,130
1032,24665,130
1033,24666,1
1033,24667,1
1033,24668,1
1033,24669,1
1033,24670,1
1033,24671,11
1033,24672,11
1033,24673,11
1033,24674,11
1033,24675,11
1033,24676,11
1033,24677,11
1033,24678,11
1033,24679,11
1033,24680,11
1033,24681,11
1033,24682,11
1033,24683,11
1033,24684,15
1033,24685,5
1034,24686,1
1034,24687,1
1034,24688,1
1034,24689,1
1034,24690,1
1034,24691,1
1034,24692,1
1034,24693,1
1034,24694,1
1034,24695,1
1034,24696,1
1034,24697,1
1034,24698,1
1034,24699,1
1034,24700,1
1034,24701,1
1034,24702,11
1034,24703,3
1034,24704,4
1034,24705,131
1035,24706,1
1035,24707,1
1035,24708,1
1035,24709,1
1035,24710,1
1035,24711,1
1035,24712,1
1035,24713,1
1035,24714,1
1035,24715,1
1035,24716,1
1035,24717,1
1035,24718,1
1035,24719,11
1035,24720,11
1035,24721,11
1035,24722,11
1035,24723,11
1035,24724,11
1035,24725,31
1036,24726,1
1036,24727,1
1036,24728,1
1036,24729,11
1036,24730,11
1036,24731,11
1036,24732,11
1036,24733,11
1036,24734,11
1036,24735,11
1036,24736,11
1036,24737,11
1036,24738,11
1036,24739,11
1036,24740,11
1036,24741,11
1036,24742,11
1036,24743,12
1036,24744,12
1036,24745,40
1037,24746,1
1037,24747,1
1037,24748,1
1037,24749,1
1037,24750,1
1037,24751,1
1037,24752,1
1037,24753,1
1037,24754,1
1037,24755,1
1037,24756,1
1037,24757,1
1037,24758,1
1037,24759,1
1037,24760,1
1037,24761,1
1037,24762,1
1037,24763,3
1037,24764,138
1037,24765,43
1038,24766,1
1038,24767,1
1038,24768,1
1038,24769,1
1038,24770,1
1038,24771,1
1038,24772,1
1038,24773,1
1038,24774,1
1038,24775,1
1038,24776,1
1038,24777,1
1038,24778,1
1038,24779,1
1038,24780,1
1038,24781,1
1038,24782,131
1038,24783,3
1038,24784,131
1038,24785,23
1039,24786,1
1039,24787,1
1039,24788,1
1039,24789,1
1039,24790,1
1039,24791,1
1039,24792,1
1039,24793,1
1039,24794,1
1039,24795,1
1039,24796,1
1039,24797,1
1039,24798,29
1039,24799,23
1039,24800,4
1039,24801,4
1039,24802,4
1039,24803,4
1039,24804,4
1039,24805,4
1040,24806,1
1040,24807,1
1040,24808,1
1040,24809,1
1040,24810,1
1040,24811,1
1040,24812,1
1040,24813,1
1040,24814,1
1040,24815,1
1040,24816,11
1040,24817,11
1040,24818,11
1040,24819,11
1040,24820,11
1040,24821,11
1040,24822,11
1040,24823,11
1040,24824,3
1040,24825,4
1041,24826,1
1041,24827,1
1041,24828,1
1041,24829,1
1041,24830,1
1041,24831,1
1041,24832,1
1041,24833,1
1041,24834,1
1041,24835,1
1041,24836,1
1041,24837,1
1041,24838,1
1041,24839,1
1041,24840,1
1041,24841,131
1041,24842,21
1041,24843,6
1041,24844,131
1041,24845,4
1042,24846,1
1042,24847,1
1042,24848,1
1042,24849,1
1042,24850,11
1042,24851,11
1042,24852,11
1042,24853,11
1042,24854,11
1042,24855,11
1042,24856,11
1042,24857,11
1042,24858,11
1042,24859,11
1042,24860,11
1042,24861,11
1042,24862,11
1042,24863,12
1042,24864,12
1042,24865,130
1043,24866,1
1043,24867,1
1043,24868,1
1043,24869,1
1043,24870,1
1043,24871,1
1043,24872,1
1043,24873,1
1043,24874,1
1043,24875,1
1043,24876,1
1043,24877,1
1043,24878,1
1043,24879,1
1043,24880,1
1043,24881,3
1043,24882,29
1043,24883,139
1043,24884,6
1043,24885,34
1044,24886,1
1044,24887,1
1044,24888,1
1044,24889,1
1044,24890,1
1044,24891,1
1044,24892,1
1044,24893,1
1044,24894,1
1044,24895,1
1044,24896,11
1044,24897,11
1044,24898,11
1044,24899,11
1044,24900,11
1044,24901,11
1044,24902,54
1044,24903,130
1044,24904,130
1044,24905,6
1045,24906,1
1045,24907,1
1045,24908,1
1045,24909,1
1045,24910,1
1045,24911,1
1045,24912,1
1045,24913,1
1045,24914,1
1045,24915,11
1045,24916,11
1045,24917,11
1045,24918,11
1045,24919,11
1045,24920,11
1045,24921,11
1045,24922,11
1045,24923,5
1045,24924,4
1045,24925,4
1046,24926,1
1046,24927,1
1046,24928,1
1046,24929,1
1046,24930,1
1046,24931,1
1046,24932,1
1046,24933,1
1046,24934,1
1046,24935,1
1046,24936,1
1046,24937,1
1046,24938,1
1046,24939,1
1046,24940,1
1046,24941,1
1046,24942,1
1046,24943,5
1046,24944,3
1046,24945,4
1047,24946,1
1047,24947,1
1047,24948,1
1047,24949,1
1047,24950,1
1047,24951,1
1047,24952,1
1047,24953,1
1047,24954,1
1047,24955,1
1047,24956,11
1047,24957,11
1047,24958,11
1047,24959,11
1047,24960,11
1047,24961,11
1047,24962,11
1047,24963,11
1047,24964,12
1047,24965,7
1052,24966,1
1052,24967,1
1052,24968,1
1052,24969,1
1052,24970,1
1052,24971,1
1052,24972,1
1052,24973,1
1052,24974,1
1052,24975,1
1052,24976,1
1052,24977,11
1052,24978,11
1052,24979,11
1052,24980,11
1052,24981,11
1052,24982,31
1052,24983,31
1052,24984,23
1052,24985,3
1053,24986,1
1053,24987,1
1053,24988,1
1053,24989,1
1053,24990,1
1053,24991,1
1053,24992,1
1053,24993,1
1053,24994,1
1053,24995,1
1053,24996,1
1053,24997,1
1053,24998,1
1053,24999,11
1053,25000,6
1053,25001,12
1053,25002,12
1053,25003,4
1053,25004,4
1053,25005,4
1054,25006,1
1054,25007,1
1054,25008,1
1054,25009,1
1054,25010,1
1054,25011,1
1054,25012,1
1054,25013,1
1054,25014,1
1054,25015,1
1054,25016,1
1054,25017,11
1054,25018,11
1054,25019,11
1054,25020,11
1054,25021,11
1054,25022,12
1054,25023,12
1054,25024,12
1054,25025,130
1055,25026,1
1055,25027,1
1055,25028,1
1055,25029,1
1055,25030,1
1055,25031,1
1055,25032,1
1055,25033,11
1055,25034,11
1055,25035,11
1055,25036,11
1055,25037,11
1055,25038,11
1055,25039,11
1055,25040,11
1055,25041,11
1055,25042,11
1055,25043,12
1055,25044,12
1055,25045,10
1056,25047,1
1056,25046,1
1056,25048,1
1056,25049,1
1056,25050,1
1056,25051,1
1056,25052,1
1056,25053,11
1056,25054,11
1056,25055,11
1056,25056,11
1056,25057,11
1056,25058,11
1056,25059,11
1056,25060,11
1056,25061,11
1056,25062,13
1056,25063,13
1056,25064,61
1056,25065,30
1057,25066,1
1057,25067,1
1057,25068,1
1057,25069,1
1057,25070,1
