raceid,year,driverid,max_points
649,1970,362,0
979,2017,841,0
326,1990,149,0
155,2001,41,0
118,2003,52,1
780,1957,593,0
1099,2023,846,0
977,2017,18,0
888,2013,818,13
612,1973,235,8
1099,2023,857,0
632,1971,289,0
416,1986,157,1
728,1963,278,0
434,1985,184,0
447,1984,110,3
1055,2021,844,40
862,2012,20,28
554,1977,197,1
362,1989,123,13
966,2016,828,0
801,1954,597,0
715,1964,429,0
584,1975,293,0
536,1978,238,36
689,1967,340,6
804,1954,680,0
559,1977,266,0
326,1990,138,1
712,1964,383,1
269,1994,65,0
631,1972,290,0
236,1996,64,1
836,1950,633,0
725,1963,429,0
755,1960,542,0
534,1978,222,7
512,1979,172,9
73,2005,39,0
985,2017,839,73
484,1981,117,0
829,1951,521,0
483,1981,197,0
1005,2018,815,53
151,2001,18,0
1075,2022,822,8
846,2011,813,0
1072,2021,840,34
610,1973,327,21
1101,2023,839,4
339,2010,812,0
836,1950,786,12
244,1995,71,29
819,1952,726,0
700,1965,386,0
665,1969,340,0
134,2002,44,2
1040,2020,839,36
247,1995,94,0
818,1952,721,0
545,1977,207,2
60,2006,23,8
855,2011,812,0
768,1958,531,0
934,2015,817,36
752,1960,347,2
67,2006,36,0
828,1951,475,0
831,1951,778,0
1051,2021,840,34
1076,2022,852,4
702,1965,346,2
518,1979,232,0
540,1978,239,0
1086,2022,848,3
417,1986,140,19
869,2012,8,98
914,2014,20,139
816,1953,579,28
928,2015,829,0
736,1962,428,0
894,2013,18,58
795,1955,427,11.33
717,1964,427,2
445,1984,190,0
642,1971,305,3
438,1984,123,1
814,1953,513,0
801,1954,672,0
24,2008,21,0
940,2015,822,111
188,1999,44,2
872,2012,20,140
827,1951,629,0
45,2007,4,68
803,1954,686,0
712,1964,309,0
295,1992,30,26
713,1964,420,0
602,1974,223,46
768,1958,475,17
813,1953,797,0
766,1958,588,0
705,1965,404,0
1061,2021,4,26
687,1967,379,0
509,1980,117,5
611,1973,232,6
861,2012,20,18
162,2000,60,0
337,2010,17,4
761,1959,478,0
787,1956,629,0
628,1972,333,3
504,1980,152,2
220,1997,21,20
26,2008,12,2
306,1991,95,0
809,1953,657,9
1021,2019,844,132
330,1990,117,44
561,1976,250,0
769,1958,430,0
1112,2023,842,37
579,1975,200,9.5
139,2002,35,4
293,1992,91,0
489,1981,203,21
45,2007,27,0
704,1965,406,0
748,1960,437,0
676,1968,278,10
1030,2019,8,43
997,2018,838,8
1126,2024,844,98
235,1996,49,6
547,1977,259,0
144,2001,4,0
862,2012,155,9
415,1986,137,47
814,1953,512,0
812,1953,697,2
901,2014,13,6
712,1964,429,0
449,1984,183,0
783,1957,581,8
370,1989,99,1
790,1956,512,0
270,1994,56,4
462,1983,198,0
357,1989,164,0
350,2010,4,166
557,1977,271,0
803,1954,658,5
838,1950,640,0
428,1985,84,0
741,1961,456,0
640,1971,345,9
1041,2020,815,68
115,2003,14,25
392,1987,145,0
244,1995,79,0
1080,2022,1,50
913,2014,1,241
322,1990,110,0
847,2011,3,26
581,1975,296,0
468,1982,119,0
371,1989,112,1
830,1951,521,0
5,2009,9,0
821,1952,729,0
604,1974,293,0
682,1967,386,0
635,1971,289,0
245,1995,91,0
123,2003,4,55
405,1986,140,0
141,2001,30,10
41,2007,14,4
832,1951,762,0
717,1964,289,39
323,1990,118,0
418,1986,110,0
324,1990,145,4
343,2010,18,88
132,2002,49,2
728,1963,430,2
27,2008,5,28
918,2014,824,2
959,2016,1,217
886,2013,18,25
14,2009,21,8
1028,2019,826,34
950,2016,838,1
1053,2021,20,0
1110,2023,822,5
421,1985,112,0
742,1961,289,1
901,2014,826,3
611,1973,309,11
219,1997,50,0
1063,2021,815,104
587,1975,294,1
361,1989,119,18
18,2008,2,8
827,1951,763,3
388,1987,156,0
1018,2019,846,22
1137,2024,807,22
806,1954,620,2
767,1958,553,0
666,1969,347,0
433,1985,181,0
501,1980,187,3
815,1953,720,0
149,2001,30,68
507,1980,176,0
494,1981,201,1
16,2009,17,61.5
1044,2020,832,75
1112,2023,855,4
781,1957,596,0
185,1999,30,32
771,1958,427,8
575,1976,252,10
466,1983,192,0
821,1952,727,0
675,1968,340,0
832,1951,429,0
550,1977,221,10
51,2007,16,1
1069,2021,817,105
995,2018,1,120
781,1957,619,0
758,1959,564,0
638,1971,278,8
800,1954,520,0
769,1958,543,0
637,1971,321,0
293,1992,105,5
871,2012,17,132
474,1982,196,0
134,2002,8,17
993,2018,842,12
853,2011,1,158
20,2008,6,3
738,1961,376,0
406,1986,177,5
229,1996,21,0
166,2000,25,0
405,1986,137,9
358,1989,92,0
805,1954,672,0
245,1995,71,29
253,1995,92,0
910,2014,813,0
406,1986,156,0
752,1960,528,0
710,1964,408,0
677,1968,380,0
627,1972,232,1
671,1968,235,7
626,1972,223,7
266,1994,78,6
750,1960,515,0
631,1972,293,0
144,2001,8,1
971,2017,20,68
151,2001,30,84
525,1979,206,0
323,1990,139,0
583,1975,288,2
414,1986,145,0
847,2011,816,0
831,1951,769,0
815,1953,689,0
538,1978,175,5
305,1991,110,0
335,1990,114,0
575,1976,281,0
387,1988,131,0
798,1955,667,0
970,2017,841,0
779,1957,547,0
1100,2023,858,0
457,1983,118,0
1043,2020,844,85
208,1997,75,0
510,1980,228,0
451,1984,176,1
788,1956,479,0
837,1950,653,0
243,1995,56,2
81,2005,27,4
794,1955,498,2
527,1978,242,0
1096,2022,840,18
417,1986,160,0
607,1973,290,1
33,2008,5,51
745,1961,479,6
640,1971,346,13
57,2006,24,0
710,1964,427,0
469,1982,173,2
142,2001,30,20
585,1975,276,0
139,2002,23,42
783,1957,560,0
743,1961,459,0
35,2008,16,0
706,1965,410,0
635,1971,347,0
115,2003,35,3
1079,2022,822,38
89,2005,22,38
754,1960,524,0
817,1952,626,0
580,1975,232,0
887,2013,821,0
310,1991,88,1
757,1959,517,0
824,1952,687,0
166,2000,15,6
810,1953,633,7
8,2009,3,15.5
500,1980,223,0
1052,2021,853,0
450,1984,94,0
1085,2022,815,163
1045,2020,8,4
952,2016,3,100
580,1975,251,0
820,1952,658,0
722,1963,375,1
484,1981,178,15
706,1965,385,10
789,1956,595,0
746,1960,498,0
368,1989,94,4
312,1991,140,0
535,1978,202,5
803,1954,625,2
866,2012,13,11
896,2013,16,28
372,1988,77,6
736,1962,436,0
621,1972,224,6
620,1972,320,0
310,1991,123,0
280,1993,87,6
86,2005,22,35
684,1967,386,0
500,1980,172,6
775,1958,516,0
823,1952,612,0
242,1995,63,0
317,1991,88,1
264,1994,104,3
341,2010,5,0
423,1985,105,18
804,1954,651,0
760,1959,514,0
614,1973,305,0
511,1980,202,32
241,1995,85,0
824,1952,632,2
405,1986,102,15
203,1998,63,3
1030,2019,822,326
483,1981,117,0
86,2005,39,5
298,1992,88,0
1088,2022,830,310
772,1958,523,0
523,1979,175,0
730,1962,408,2
312,1991,88,1
814,1953,559,0
568,1976,242,0
71,2005,33,0
81,2005,37,4
272,1994,65,0
794,1955,645,0
308,1991,139,1
687,1967,359,0
335,1990,65,0
821,1952,740,0
751,1960,520,0
786,1956,592,0
732,1962,403,14
1002,2018,830,130
687,1967,340,6
628,1972,290,0
475,1982,192,1
506,1980,203,4
604,1974,308,0
293,1992,30,17
898,2013,154,132
1144,2024,852,30
257,1994,108,0
536,1978,211,0
305,1991,123,0
93,2004,47,0
994,2018,832,20
566,1976,278,2
226,1996,35,12
565,1976,182,48
764,1959,572,0
743,1961,460,0
1099,2023,839,4
821,1952,721,0
87,2005,4,117
565,1976,229,0
756,1959,353,0
166,2000,48,0
796,1955,655,0
804,1954,429,2
637,1971,348,0
752,1960,373,4
57,2006,13,15
600,1974,251,0
872,2012,10,0
66,2006,15,10
1041,2020,849,0
605,1973,250,0
810,1953,696,0
615,1973,313,0
478,1982,211,0
1038,2020,807,6
986,2017,822,262
906,2014,821,0
565,1976,275,0
656,1969,358,0
637,1971,347,0
1139,2024,855,0
410,1986,119,2
332,1990,78,0
220,1997,25,4
1041,2020,830,147
852,2011,17,167
760,1959,525,0
1081,2022,840,2
475,1982,163,4
296,1992,128,0
300,1992,122,3
580,1975,297,0
87,2005,35,9
86,2005,24,1
340,2010,15,0
900,2014,13,0
972,2017,807,6
301,1992,125,0
664,1969,350,3
478,1982,205,0
351,2010,13,128
764,1959,575,0
1111,2023,859,0
823,1952,686,0
316,1991,138,2
481,1982,117,31
811,1953,675,0
708,1965,304,5
761,1959,549,0
1001,2018,807,52
495,1981,163,11
469,1982,105,6
299,1992,77,24
552,1977,197,1
790,1956,554,22
89,2005,40,3
619,1973,320,0
313,1991,88,1
447,1984,137,24
351,2010,9,114
140,2002,66,0
48,2007,24,0
735,1962,408,9
315,1991,78,0
304,1992,95,108
358,1989,110,0
610,1973,293,0
550,1977,261,0
27,2008,14,6
830,1951,697,3
727,1963,382,0
1144,2024,817,12
8,2009,9,2
985,2017,815,86
492,1981,137,35
966,2016,825,7
290,1992,65,1
850,2011,39,0
267,1994,111,0
465,1983,137,55
912,2014,1,216
783,1957,563,0
962,2016,4,36
958,2016,830,100
600,1974,265,0
530,1978,239,0
290,1992,57,1
1104,2023,830,144
104,2004,18,71
668,1968,333,0
224,1996,63,1
316,1991,110,9
452,1983,160,0
662,1969,356,1
993,2018,840,4
470,1982,152,0
884,2013,18,17
309,1991,84,0
698,1966,328,14
550,1977,212,0
1076,2022,839,20
1076,2022,807,0
702,1965,358,0
437,1984,119,3
437,1984,172,0
370,1989,162,0
981,2017,822,197
828,1951,675,2
688,1967,361,0
768,1958,543,0
651,1970,328,19
960,2016,839,0
814,1953,651,0
641,1971,224,16
535,1978,158,0
329,1990,129,0
940,2015,18,6
735,1962,394,5
984,2017,840,32
287,1993,117,93
934,2015,20,135
780,1957,562,0
61,2006,34,0
1121,2024,825,0
876,2012,154,90
574,1976,283,0
831,1951,765,0
491,1981,212,5
806,1954,702,0
1081,2022,847,99
745,1961,476,33
466,1983,187,22
198,1998,68,0
794,1955,642,6.33
494,1981,203,21
470,1982,207,0
236,1996,83,0
939,2015,3,211
379,1988,94,1
829,1951,654,0
974,2017,4,0
934,2015,829,0
68,2006,37,18
254,1995,49,15
537,1978,223,4
575,1976,230,1
769,1958,541,0
433,1985,118,5
306,1991,133,0
886,2013,817,7
669,1968,235,0
343,2010,22,7
839,1950,640,0
266,1994,84,9
481,1982,202,39
370,1989,157,3
1078,2022,822,30
705,1965,415,0
1006,2018,822,217
701,1965,412,0
92,2004,4,11
856,2011,17,209
270,1994,79,5
931,2015,826,17
401,1987,114,0
86,2005,18,30
302,1992,79,0
822,1952,738,0
575,1976,223,31
822,1952,741,0
814,1953,501,0
613,1973,327,33
1129,2024,855,0
797,1955,597,0
845,2011,5,0
778,1957,427,2
810,1953,529,0
458,1983,118,0
973,2017,817,37
600,1974,259,0
66,2006,22,22
555,1977,182,63
456,1983,194,0
383,1988,102,75
676,1968,334,0
814,1953,612,0
938,2015,813,12
620,1972,182,0
345,2010,155,7
568,1976,235,0
780,1957,612,2
788,1956,623,0
4,2009,12,0
770,1958,590,4
328,1990,150,0
907,2014,1,136
776,1957,607,0
473,1982,201,0
796,1955,529,3
1028,2019,840,21
398,1987,138,6
351,2010,22,39
806,1954,456,0
32,2008,3,17
67,2006,17,6
918,2014,817,238
456,1983,196,0
791,1956,596,0
675,1968,377,0
458,1983,192,0
821,1952,660,0
282,1993,71,28
492,1981,207,3
822,1952,677,0
773,1958,597,0
160,2000,18,1
762,1959,478,0
1086,2022,847,158
801,1954,620,0
383,1988,146,0
615,1973,222,0
193,1998,68,0
406,1986,137,15
234,1996,57,16
559,1977,247,0
668,1968,361,0
40,2007,16,0
253,1995,96,3
197,1998,63,3
782,1957,612,2
1135,2024,4,50
1131,2024,844,150
1131,2024,857,112
594,1974,221,4
805,1954,627,0
800,1954,519,0
810,1953,642,6
563,1976,222,5
761,1959,506,0
235,1996,56,9
892,2013,13,79
179,1999,48,0
654,1970,356,25
88,2005,37,4
724,1963,429,0
54,2006,33,0
753,1960,515,0
837,1950,677,0
732,1962,289,16
537,1978,243,0
207,1997,64,0
288,1993,121,7
368,1989,90,0
556,1977,229,0
48,2007,22,0
106,2004,21,22
701,1965,407,0
459,1983,176,4
537,1978,200,0
811,1953,520,0
532,1978,197,0
184,1999,49,33
359,1989,102,27
1139,2024,858,0
963,2016,830,147
565,1976,250,1
814,1953,797,0
678,1968,306,11
676,1968,235,27
414,1986,170,2
505,1980,163,23
745,1961,373,11
1118,2023,855,6
476,1982,163,4
641,1971,223,12
832,1951,700,0
125,2002,18,3
828,1951,626,0
767,1958,543,0
788,1956,449,0
1077,2022,840,1
336,1990,133,2
102,2004,47,1
9,2009,17,45.5
623,1972,243,0
830,1951,708,0
290,1992,110,2
1016,2019,840,6
1105,2023,1,87
361,1989,88,0
237,1996,57,27
322,1990,88,0
54,2006,3,2
442,1984,160,0
25,2008,18,3
789,1956,555,1
642,1971,339,0
1129,2024,1,55
748,1960,535,0
950,2016,807,6
148,2001,37,1
118,2003,4,39
708,1965,386,11
1029,2019,826,35
344,2010,811,0
823,1952,641,22
719,1963,346,0
701,1965,334,0
126,2002,17,2
783,1957,516,0
804,1954,641,0
310,1991,57,2
1089,2022,855,6
913,2014,827,0
691,1966,347,0
885,2013,1,62
1112,2023,844,111
820,1952,702,0
153,2001,41,0
296,1992,122,2
761,1959,559,0
795,1955,649,0
727,1963,430,2
175,1999,49,6
837,1950,800,0
601,1974,323,0
400,1987,171,0
1018,2019,844,105
820,1952,581,0
525,1979,177,0
892,2013,824,0
685,1967,340,6
787,1956,532,0
688,1967,373,32
208,1997,21,0
34,2008,2,60
1139,2024,807,29
463,1983,152,0
654,1970,262,2
1066,2021,853,0
255,1995,30,102
43,2007,14,4
173,2000,48,0
575,1976,197,0
1001,2018,830,120
350,2010,10,0
700,1965,358,0
912,2014,18,72
98,2004,18,44
475,1982,117,18
504,1980,209,0
787,1956,607,2
427,1985,123,6
14,2009,10,24
867,2012,3,75
416,1986,179,0
802,1954,671,0
828,1951,518,0
737,1962,453,0
234,1996,79,0
510,1980,211,0
611,1973,197,0
436,1984,176,0
3,2009,16,0
253,1995,56,7
835,1950,785,0
457,1983,163,8
60,2006,32,1
1086,2022,822,46
551,1977,238,4
1002,2018,4,44
756,1959,552,0
532,1978,223,2
728,1963,373,54
683,1967,364,9
503,1980,176,0
736,1962,468,0
173,2000,21,18
539,1978,119,8
143,2001,8,1
161,2000,18,3
837,1950,762,0
737,1962,368,0
409,1986,145,0
606,1973,235,5
501,1980,199,2
637,1971,320,0
1027,2019,20,230
866,2012,815,37
1052,2021,847,0
844,2011,153,0
198,1998,63,3
802,1954,648,6
728,1963,429,0
814,1953,669,0
478,1982,110,5
237,1996,55,44
225,1996,71,20
930,2015,830,6
112,2003,43,3
425,1985,137,1
581,1975,182,23
658,1969,346,7
890,2013,13,61
639,1971,235,19
653,1970,341,3
357,1989,133,0
455,1983,175,14
387,1988,114,0
848,2011,3,32
738,1961,360,1
374,1988,117,24
941,2015,831,25
695,1966,399,1
504,1980,202,23
984,2017,4,10
611,1973,304,19
432,1985,179,0
308,1991,128,0
83,2005,22,31
822,1952,627,0
598,1974,197,6
427,1985,110,3
55,2006,26,0
381,1988,145,6
718,1964,432,0
299,1992,99,0
838,1950,800,0
301,1992,109,0
265,1994,65,0
82,2005,15,31
603,1974,325,0
985,2017,817,192
1133,2024,852,22
525,1979,233,0
218,1997,75,2
387,1988,78,0
762,1959,538,0
273,1993,104,3
394,1987,138,6
356,1989,164,0
367,1989,119,28
433,1985,122,0
698,1966,405,0
779,1957,610,0
348,2010,153,3
642,1971,327,26
333,1990,148,0
410,1986,157,0
499,1980,223,0
573,1976,231,56
534,1978,233,0
790,1956,634,0
188,1999,64,3
168,2000,41,1
387,1988,167,0
895,2013,822,0
329,1990,110,0
604,1974,323,0
349,2010,17,179
755,1960,500,0
394,1987,167,0
217,1997,15,3
542,1978,223,4
790,1956,625,0
495,1981,105,0
494,1981,176,4
312,1991,90,5
417,1986,117,59
335,1990,119,22
803,1954,556,0
571,1976,239,0
1133,2024,858,0
786,1956,482,2
412,1986,173,0
451,1984,175,11
552,1977,200,17
787,1956,625,0
698,1966,374,4
251,1995,90,0
483,1981,175,1
1137,2024,825,6
78,2005,4,59
825,1951,627,0
315,1991,87,1
69,2006,3,4
826,1951,593,0
1074,2022,832,18
160,2000,30,30
828,1951,640,2
669,1968,376,4
668,1968,334,0
327,1990,101,0
749,1960,521,0
269,1994,71,75
933,2015,20,120
460,1983,163,19
103,2004,2,3
816,1953,625,0
824,1952,498,6.5
153,2001,4,0
952,2016,822,29
588,1975,282,0
1079,2022,825,15
152,2001,15,9
734,1962,425,0
434,1985,172,10
1086,2022,4,41
264,1994,57,8
1007,2018,840,6
413,1986,163,14
105,2004,30,136
792,1955,644,0
706,1965,417,0
826,1951,579,9
686,1967,278,20
455,1983,188,1
130,2002,56,3
649,1970,345,10
838,1950,529,1
754,1960,542,0
606,1973,331,0
63,2006,23,13
435,1985,177,40
612,1973,329,0
1,2009,18,10
42,2007,16,0
850,2011,30,32
557,1977,250,6
67,2006,2,20
234,1996,77,16
153,2001,14,51
385,1988,77,38
310,1991,128,0
704,1965,418,0
63,2006,22,16
297,1992,109,0
804,1954,513,0
753,1960,519,0
728,1963,310,0
466,1983,198,0
22,2008,6,5
351,2010,2,0
140,2002,37,0
780,1957,573,0
774,1958,477,3
829,1951,641,6
502,1980,176,0
650,1970,346,0
533,1978,197,0
194,1998,55,3
866,2012,37,0
811,1953,630,0
329,1990,131,2
1119,2023,857,89
443,1984,110,3
1036,2020,20,16
511,1980,223,0
196,1998,23,0
197,1998,15,0
848,2011,17,109
391,1987,137,12
60,2006,2,10
778,1957,498,1
371,1989,138,3
213,1997,56,14
836,1950,661,0
339,2010,807,1
773,1958,509,2
167,2000,37,1
248,1995,50,0
597,1974,265,0
245,1995,50,0
676,1968,375,6
1070,2021,822,185
90,2004,15,2
822,1952,518,3
318,1991,57,2
642,1971,235,19
596,1974,304,11
563,1976,229,0
594,1974,280,0
232,1996,14,14
752,1960,532,0
59,2006,11,0
485,1981,176,3
468,1982,137,0
566,1976,207,1
363,1989,140,2
767,1958,578,7
722,1963,428,0
790,1956,529,0
466,1983,156,0
62,2006,35,7
1000,2018,154,21
647,1970,346,0
11,2009,15,22.5
786,1956,595,0
427,1985,84,0
661,1969,235,13
1037,2020,842,18
676,1968,365,0
386,1988,167,0
643,1970,262,0
157,2001,49,6
789,1956,593,3
446,1984,183,0
559,1977,245,0
1061,2021,842,39
717,1964,360,13
159,2000,50,0
218,1997,50,0
639,1971,333,0
173,2000,18,12
268,1994,85,0
882,2013,8,49
731,1962,401,6
85,2005,31,50
516,1979,137,0
405,1986,172,4
300,1992,131,0
989,2018,817,12
804,1954,559,0
124,2002,37,0
221,1997,21,20
806,1954,689,0
612,1973,222,0
501,1980,225,0
805,1954,687,0
608,1973,232,6
532,1978,232,0
72,2005,31,8
36,2007,18,0
104,2004,11,23
150,2001,14,47
852,2011,811,0
897,2013,16,29
357,1989,162,0
54,2006,30,11
728,1963,450,0
861,2012,30,1
687,1967,370,0
582,1975,282,0
767,1958,541,0
322,1990,131,2
336,1990,151,0
774,1958,418,0
532,1978,231,3
266,1994,103,4
210,1997,55,3
235,1996,57,19
997,2018,822,92
806,1954,632,0
660,1969,235,7
27,2008,3,8
594,1974,312,0
94,2004,45,0
467,1982,195,0
518,1979,200,1
340,2010,807,1
452,1983,194,0
945,2015,829,0
1114,2023,842,46
531,1978,172,4
480,1982,208,0
895,2013,824,0
366,1989,92,0
873,2012,155,35
893,2013,20,247
797,1955,653,4
570,1976,265,0
40,2007,24,0
728,1963,376,0
148,2001,60,0
1117,2023,842,56
445,1984,189,0
515,1979,136,0
142,2001,54,0
854,2011,4,184
281,1993,77,5
830,1951,654,0
320,1991,78,0
891,2013,8,134
488,1981,199,34
680,1967,293,0
787,1956,533,0
955,2016,817,78
757,1959,514,0
773,1958,479,16
417,1986,175,2
248,1995,95,0
554,1977,268,0
398,1987,105,8
651,1970,340,0
377,1988,140,0
211,1997,64,0
512,1979,232,0
660,1969,350,2
557,1977,252,0
336,1990,110,0
806,1954,665,0
651,1970,238,0
454,1983,137,15
541,1978,206,0
388,1987,169,0
647,1970,352,0
542,1978,243,0
157,2001,59,0
761,1959,401,0
8,2009,13,16
510,1980,177,6
386,1988,159,0
206,1998,65,1
1033,2020,842,6
586,1975,267,0
330,1990,151,0
785,1956,547,0
486,1981,213,0
36,2007,22,0
266,1994,14,4
587,1975,232,0
718,1964,358,0
704,1965,370,0
692,1966,289,4
1124,2024,844,59
271,1994,102,0
806,1954,694,0
381,1988,119,2
460,1983,190,0
694,1966,401,0
604,1974,310,0
369,1989,114,0
893,2013,13,87
832,1951,521,0
298,1992,109,0
1112,2023,807,9
347,2010,5,0
386,1988,119,5
187,1999,57,60
645,1970,280,4
349,2010,24,13
696,1966,394,0
604,1974,318,0
860,2012,813,0
354,2010,29,0
1000,2018,843,2
823,1952,720,0
786,1956,583,1.5
1100,2023,847,18
838,1950,537,0
994,2018,817,72
411,1986,174,0
549,1977,251,0
545,1977,252,0
478,1982,119,19
944,2015,830,49
819,1952,651,0
237,1996,71,81
346,2010,37,0
836,1950,729,0
598,1974,200,0
411,1986,180,0
368,1989,122,0
504,1980,177,4
376,1988,156,3
735,1962,427,0
423,1985,119,0
487,1981,119,10
857,2011,39,0
301,1992,127,0
754,1960,482,10
760,1959,501,3
760,1959,512,5
493,1981,175,1
997,2018,845,0
51,2007,25,13
507,1980,212,0
982,2017,8,138
573,1976,230,1
538,1978,223,4
470,1982,118,0
826,1951,633,0
245,1995,85,0
253,1995,63,2
427,1985,160,0
229,1996,79,0
966,2016,4,52
655,1970,364,1
53,2006,24,0
811,1953,529,0
417,1986,157,1
331,1990,123,27
760,1959,353,0
405,1986,173,0
552,1977,251,0
367,1989,65,5
123,2003,49,13
147,2001,35,7
708,1965,383,0
800,1954,427,3
768,1958,592,0
677,1968,207,0
278,1993,121,2
294,1992,104,0
1081,2022,4,16
802,1954,799,0
1141,2024,848,12
985,2017,843,0
739,1961,479,0
899,2013,1,189
824,1952,475,0
797,1955,641,3
751,1960,526,0
793,1955,645,0
200,1998,55,3
1052,2021,852,2
775,1958,528,0
538,1978,224,13
660,1969,304,11
379,1988,102,48
822,1952,697,0
371,1989,157,3
147,2001,55,1
984,2017,838,13
797,1955,632,3
703,1965,386,1
738,1961,404,0
594,1974,265,0
880,2013,20,15
536,1978,207,45
363,1989,161,0
1143,2024,860,7
831,1951,611,0
1001,2018,4,44
294,1992,108,0
1004,2018,815,47
937,2015,813,12
409,1986,123,0
2,2009,21,0
836,1950,501,0
320,1991,88,1
172,2000,65,0
735,1962,397,0
755,1960,356,43
144,2001,22,14
1130,2024,846,150
220,1997,58,0
873,2012,818,8
827,1951,767,0
299,1992,102,34
912,2014,826,8
383,1988,141,0
329,1990,119,12
672,1968,350,3
603,1974,187,4
578,1975,283,0
161,2000,2,0
789,1956,623,0
585,1975,187,0
955,2016,837,0
418,1986,102,55
212,1997,21,4
641,1971,327,17
616,1973,298,1
685,1967,388,2
763,1959,437,0
487,1981,172,7
1140,2024,847,177
879,2012,807,63
891,2013,154,53
718,1964,433,2
414,1986,95,55
136,2002,30,112
601,1974,280,0
573,1976,246,0
442,1984,137,9
235,1996,14,18
536,1978,240,0
556,1977,263,0
575,1976,277,0
831,1951,647,25
773,1958,581,14
708,1965,360,10
595,1974,307,0
403,1987,160,0
24,2008,22,5
319,1991,95,69
829,1951,630,0
727,1963,450,0
496,1981,203,25
571,1976,256,0
558,1977,256,0
814,1953,654,0
94,2004,4,21
611,1973,223,1
794,1955,529,3
769,1958,529,4
272,1994,93,0
839,1950,788,0
778,1957,590,3
322,1990,147,0
718,1964,346,7
691,1966,304,0
327,1990,150,0
146,2001,35,4
596,1974,250,3
599,1974,238,19
176,1999,22,2
455,1983,173,0
820,1952,626,7
308,1991,99,0
387,1988,105,24
61,2006,8,39
747,1960,437,0
540,1978,244,0
451,1984,184,0
778,1957,509,7
267,1994,65,0
1038,2020,839,30
372,1988,131,0
600,1974,317,0
442,1984,119,3
400,1987,160,0
1034,2020,839,12
580,1975,295,0
544,1977,221,0
484,1981,206,0
856,2011,37,0
754,1960,456,0
641,1971,235,19
637,1971,328,42
538,1978,152,0
263,1994,49,5
540,1978,119,8
264,1994,108,0
107,2004,42,6
823,1952,627,0
328,1990,77,25
329,1990,112,0
202,1998,68,0
153,2001,55,4
163,2000,56,0
570,1976,275,0
715,1964,305,1
1107,2023,855,4
261,1994,44,0
602,1974,308,0
514,1979,136,0
832,1951,680,0
357,1989,95,9
156,2001,56,6
962,2016,18,17
540,1978,238,51
399,1987,122,1
1109,2023,839,31
326,1990,150,0
500,1980,173,6
1,2009,9,0
480,1982,203,6
125,2002,63,1
130,2002,2,5
538,1978,245,0
822,1952,628,0
543,1977,230,0
762,1959,520,0
582,1975,296,0
251,1995,96,3
760,1959,542,0
732,1962,427,0
600,1974,238,22
789,1956,592,0
1083,2022,842,16
812,1953,589,0
797,1955,664,0
681,1967,359,0
292,1992,81,0
790,1956,456,0
669,1968,347,0
149,2001,8,7
825,1951,725,0
485,1981,117,4
549,1977,182,31
373,1988,163,0
1087,2022,20,20
441,1984,118,13
538,1978,229,0
336,1990,119,23
271,1994,56,6
849,2011,13,52
405,1986,175,0
167,2000,48,0
372,1988,165,0
587,1975,199,34
243,1995,55,14
956,2016,815,39
829,1951,626,0
320,1991,65,0
897,2013,822,0
788,1956,624,2
774,1958,553,0
453,1983,192,0
552,1977,246,0
1072,2021,849,7
38,2007,25,0
1053,2021,830,43
625,1972,280,0
241,1995,88,0
865,2012,17,73
732,1962,455,0
690,1966,385,6
736,1962,425,0
773,1958,533,4
403,1987,90,1
459,1983,95,1
41,2007,16,0
627,1972,304,21
460,1983,197,0
387,1988,166,0
422,1985,112,0
414,1986,179,0
130,2002,37,0
746,1960,476,2
654,1970,359,2
1123,2024,825,1
102,2004,23,12
390,1987,140,13
561,1976,223,0
874,2012,13,69
785,1956,589,0
271,1994,91,4
229,1996,22,7
771,1958,347,0
515,1979,221,11
1073,2021,839,74
833,1950,789,0
500,1980,217,0
830,1951,686,5
556,1977,219,0
977,2017,1,151
761,1959,520,0
783,1957,549,0
418,1986,156,0
786,1956,589,0
572,1976,282,0
903,2014,820,0
990,2018,817,12
207,1997,49,0
66,2006,8,49
111,2003,2,1
753,1960,509,8
821,1952,525,0
511,1980,173,13
374,1988,102,9
676,1968,347,1
1119,2023,822,10
772,1958,551,0
546,1977,197,1
487,1981,173,5
1036,2020,849,0
563,1976,256,0
597,1974,269,0
347,2010,4,123
235,1996,55,35
636,1971,328,33
809,1953,612,0
906,2014,16,0
53,2006,2,0
741,1961,479,0
788,1956,529,0
534,1978,177,0
580,1975,197,1.5
412,1986,174,0
855,2011,816,0
382,1988,94,1
573,1976,199,3
599,1974,296,0
382,1988,140,0
573,1976,281,0
684,1967,346,3
853,2011,155,27
680,1967,289,6
383,1988,140,0
665,1969,359,1
154,2001,60,0
256,1995,88,1
805,1954,650,0
3,2009,12,0
890,2013,820,0
695,1966,397,0
1075,2022,825,12
338,2010,155,0
497,1981,172,44
820,1952,657,1
783,1957,538,0
876,2012,808,0
815,1953,501,0
742,1961,485,0
40,2007,5,3
707,1965,414,0
1123,2024,847,18
538,1978,240,0
55,2006,23,7
47,2007,3,9
680,1967,340,6
376,1988,158,1
1004,2018,844,21
669,1968,289,24
521,1979,235,1
409,1986,177,14
374,1988,118,6
393,1987,163,1
816,1953,556,0
564,1976,277,0
208,1997,56,0
818,1952,675,0
773,1958,541,0
1130,2024,825,1
796,1955,593,0
774,1958,486,0
964,2016,831,0
369,1989,140,6
821,1952,703,0
