raceid,year,driverid,max_points
823,1952,734,0
807,1954,691,0
242,1995,64,0
809,1953,649,0
841,2011,18,8
831,1951,708,0
866,2012,155,21
865,2012,817,2
343,2010,3,66
178,1999,71,3
1055,2021,830,80
379,1988,122,2
420,1985,77,0
288,1993,119,20
67,2006,37,14
795,1955,597,0
867,2012,5,0
318,1991,109,4
405,1986,174,0
117,2003,2,2
491,1981,199,43
817,1952,627,0
362,1989,78,0
217,1997,64,0
997,2018,4,36
414,1986,112,0
686,1967,347,2
1061,2021,846,113
686,1967,358,3
610,1973,182,2
603,1974,309,0
110,2003,50,0
686,1967,392,0
823,1952,529,0
562,1976,276,0
867,2012,18,49
816,1953,644,0
125,2002,56,3
278,1993,102,42
387,1988,138,1
637,1971,338,0
700,1965,346,1
1093,2022,848,4
369,1989,137,9
1035,2020,815,22
65,2006,3,4
394,1987,166,1
322,1990,117,9
767,1958,427,8
513,1979,206,0
356,1989,145,1
689,1967,262,0
433,1985,176,5
1013,2019,848,3
794,1955,651,0
807,1954,650,0
379,1988,160,0
853,2011,20,284
783,1957,509,7
352,2010,9,114
823,1952,732,0
152,2001,60,0
1044,2020,822,197
531,1978,182,16
876,2012,813,33
353,2010,22,47
404,1986,123,0
145,2001,56,0
698,1966,358,22
496,1981,202,9
153,2001,44,5
764,1959,512,5
789,1956,624,2
1039,2020,846,65
673,1968,378,0
154,2001,59,0
1045,2020,825,1
267,1994,85,0
170,2000,14,61
726,1963,440,3
77,2005,17,18
496,1981,163,11
1109,2023,4,139
828,1951,731,0
930,2015,3,91
437,1984,185,0
150,2001,4,0
327,1990,133,2
1109,2023,825,2
839,1950,798,0
640,1971,293,0
507,1980,137,36
610,1973,329,0
99,2004,46,0
744,1961,394,9
144,2001,18,0
514,1979,212,0
587,1975,223,16
254,1995,99,0
252,1995,89,0
348,2010,3,94
254,1995,71,59
977,2017,13,22
369,1989,145,17
539,1978,246,0
268,1994,111,0
610,1973,197,0
474,1982,199,6
819,1952,663,3
950,2016,821,0
738,1961,341,0
874,2012,39,0
586,1975,238,3
559,1977,233,12
823,1952,593,0
508,1980,140,0
535,1978,224,7
49,2007,4,95
16,2009,21,8
311,1991,88,1
1020,2019,826,27
707,1965,408,0
1073,2021,1,387.5
483,1981,199,6
885,2013,813,0
580,1975,276,0
181,1999,68,0
229,1996,64,0
791,1956,476,0
538,1978,187,16
801,1954,640,0
318,1991,84,0
823,1952,449,0
542,1978,246,0
128,2002,18,8
885,2013,818,5
802,1954,521,0
120,2003,50,0
726,1963,341,22
375,1988,122,0
119,2003,44,6
738,1961,481,0
1134,2024,4,49
944,2015,154,49
42,2007,27,0
963,2016,815,74
819,1952,521,0
827,1951,529,0
693,1966,360,1
449,1984,181,0
649,1970,360,6
995,2018,832,24
485,1981,214,0
858,2011,817,0
368,1989,123,24
377,1988,110,3
257,1994,49,0
916,2014,825,53
152,2001,22,40
1060,2021,822,92
898,2013,820,0
836,1950,800,0
749,1960,356,8
361,1989,131,4
983,2017,842,0
202,1998,57,77
40,2007,18,0
539,1978,212,1
603,1974,293,0
269,1994,49,5
64,2006,2,13
593,1974,197,0
111,2003,15,9
674,1968,304,15
39,2007,14,4
775,1958,484,0
1086,2022,855,5
614,1973,259,0
552,1977,235,0
596,1974,293,0
573,1976,208,0
791,1956,356,0
813,1953,611,2
397,1987,169,0
991,2018,825,11
750,1960,497,0
263,1994,111,0
841,2011,5,0
490,1981,173,8
55,2006,18,11
613,1973,304,23
27,2008,7,2
778,1957,479,6
684,1967,322,0
819,1952,632,2
964,2016,4,42
823,1952,715,0
441,1984,173,13
969,2017,839,1
526,1979,203,47
384,1988,94,1
48,2007,23,5
761,1959,510,2
330,1990,110,0
759,1959,558,0
940,2015,817,73
565,1976,230,0
584,1975,199,25
894,2013,820,0
715,1964,278,2
713,1964,430,0
46,2007,24,0
817,1952,721,0
801,1954,577,0
601,1974,319,0
451,1984,166,0
566,1976,178,2
599,1974,232,1
1128,2024,822,0
669,1968,341,0
1032,2020,8,0
270,1994,94,4
553,1977,232,0
550,1977,211,0
680,1967,386,0
569,1976,178,4
319,1991,144,0
651,1970,289,7
757,1959,418,0
644,1970,358,0
987,2017,814,0
774,1958,360,0
760,1959,536,0
49,2007,8,84
405,1986,177,3
598,1974,314,0
861,2012,3,0
87,2005,25,6
1130,2024,852,19
459,1983,172,10
213,1997,71,0
137,2002,62,0
855,2011,817,0
837,1950,640,0
821,1952,724,0
812,1953,613,0
796,1955,512,3
654,1970,364,1
468,1982,117,18
281,1993,119,9
408,1986,105,3
1077,2022,815,54
822,1952,748,0
802,1954,555,0
26,2008,1,48
532,1978,175,1
1029,2019,841,14
663,1969,321,0
617,1973,278,1
1129,2024,839,2
708,1965,416,0
616,1973,307,0
156,2001,49,6
677,1968,370,6
66,2006,30,96
897,2013,814,48
428,1985,140,16
132,2002,44,0
1135,2024,842,8
493,1981,207,3
1138,2024,1,174
575,1976,283,0
563,1976,253,0
570,1976,187,19
771,1958,583,0
624,1972,304,19
1010,2019,841,0
909,2014,813,0
653,1970,360,6
601,1974,321,0
211,1997,21,4
148,2001,56,4
131,2002,49,2
291,1992,128,0
836,1950,659,0
12,2009,21,8
904,2014,8,17
771,1958,501,12
83,2005,33,6
1077,2022,848,1
741,1961,403,19
832,1951,768,0
45,2007,22,0
429,1985,95,6
523,1979,202,8
67,2006,35,7
644,1970,328,13
414,1986,118,0
859,2011,815,14
304,1992,78,0
806,1954,627,0
439,1984,95,0
823,1952,688,0
374,1988,159,0
367,1989,117,71
21,2008,11,0
790,1956,583,1.5
293,1992,127,0
1141,2024,847,192
976,2017,840,17
819,1952,581,0
325,1990,148,0
38,2007,8,22
1136,2024,807,22
460,1983,119,0
149,2001,50,1
761,1959,560,0
969,2017,835,0
295,1992,57,1
591,1974,296,0
588,1975,243,0
570,1976,224,3
735,1962,446,0
184,1999,44,2
782,1957,506,0
818,1952,702,0
958,2016,831,0
707,1965,419,0
602,1974,270,0
255,1995,44,10
305,1991,122,0
731,1962,455,0
718,1964,405,0
988,2017,8,205
256,1995,76,0
89,2005,11,1
602,1974,275,0
395,1987,84,2
907,2014,821,0
420,1985,112,0
915,2014,821,0
1089,2022,817,19
1061,2021,840,18
872,2012,811,25
578,1975,231,7
675,1968,334,0
327,1990,146,0
601,1974,316,0
362,1989,112,0
361,1989,102,27
734,1962,386,4
332,1990,133,2
451,1984,118,23
417,1986,95,70
838,1950,518,0
809,1953,521,0
51,2007,9,35
24,2008,10,5
1137,2024,832,184
932,2015,829,0
835,1950,661,0
542,1978,235,0
358,1989,162,0
579,1975,294,0
314,1991,109,4
764,1959,529,3
1030,2019,9,1
135,2002,13,4
984,2017,815,82
774,1958,502,0
440,1984,163,13
752,1960,404,11
286,1993,123,0
844,2011,22,0
499,1980,119,1
37,2007,8,16
673,1968,345,10
385,1988,119,4
385,1988,145,10
1126,2024,848,0
1076,2022,840,0
118,2003,44,2
342,2010,30,22
748,1960,449,6
1141,2024,861,5
1008,2018,844,33
1087,2022,807,0
200,1998,64,1
1019,2019,840,6
557,1977,221,10
658,1969,356,0
88,2005,13,8
806,1954,641,0
282,1993,79,0
1033,2020,826,1
304,1992,88,0
265,1994,101,0
205,1998,68,0
728,1963,289,29
536,1978,178,5
435,1985,179,0
324,1990,137,6
80,2005,18,5
774,1958,510,0
461,1983,158,14
70,2006,11,0
801,1954,627,0
110,2003,43,0
47,2007,25,13
443,1984,183,0
821,1952,449,0
159,2000,15,3
1006,2018,845,1
70,2006,34,0
305,1991,109,0
70,2006,8,65
1123,2024,4,16
614,1973,262,0
727,1963,374,0
998,2018,154,12
401,1987,123,10
745,1961,495,0
689,1967,306,0
205,1998,44,0
771,1958,455,0
398,1987,156,4
540,1978,172,19
768,1958,564,0
810,1953,679,0
748,1960,511,3
1106,2023,844,54
841,2011,814,1
585,1975,230,2
540,1978,231,8
221,1997,78,1
770,1958,586,0
256,1995,92,0
239,1996,65,4
162,2000,23,12
476,1982,173,13
996,2018,815,17
541,1978,199,44
443,1984,156,0
31,2008,8,57
224,1996,77,3
34,2008,13,87
1134,2024,839,5
349,2010,1,182
589,1975,252,8
951,2016,831,0
1102,2023,1,56
952,2016,13,36
718,1964,420,0
405,1986,157,0
704,1965,415,0
761,1959,557,0
586,1975,182,51
992,2018,20,66
912,2014,3,238
493,1981,119,10
296,1992,81,0
480,1982,177,42
371,1989,148,0
936,2015,815,15
1047,2020,842,75
987,2017,817,200
614,1973,182,2
404,1986,176,0
598,1974,187,1
456,1983,176,4
221,1997,50,0
794,1955,612,0
202,1998,22,4
299,1992,92,1
395,1987,133,0
361,1989,129,0
243,1995,94,0
452,1983,176,1
1065,2021,4,50
247,1995,91,0
230,1996,56,9
456,1983,160,0
465,1983,178,0
695,1966,356,39
698,1966,360,3
560,1976,224,0
241,1995,79,0
361,1989,78,0
441,1984,158,3
253,1995,95,0
179,1999,69,0
698,1966,401,0
511,1980,206,6
389,1987,166,0
50,2007,24,0
1096,2022,1,240
416,1986,117,53
140,2002,49,2
306,1991,119,6
893,2013,821,0
844,2011,13,24
793,1955,650,0
772,1958,579,7
369,1989,55,8
750,1960,437,0
697,1966,346,3
139,2002,17,2
185,1999,48,0
905,2014,817,54
477,1982,95,7
795,1955,519,1
637,1971,293,0
96,2004,23,12
865,2012,811,15
610,1973,289,0
142,2001,56,0
370,1989,103,0
223,1997,57,27
603,1974,317,0
663,1969,340,0
539,1978,199,31
658,1969,289,15
992,2018,844,8
686,1967,340,6
120,2003,23,58
344,2010,17,103
659,1969,370,3
310,1991,122,0
987,2017,8,193
895,2013,818,13
52,2007,8,110
855,2011,10,0
1038,2020,830,110
676,1968,262,2
553,1977,268,0
1102,2023,807,6
823,1952,526,8
1116,2023,4,183
1009,2018,1,408
604,1974,317,0
770,1958,588,0
1119,2023,840,73
499,1980,197,0
177,1999,70,0
403,1987,167,0
837,1950,498,0
425,1985,185,4
827,1951,764,0
318,1991,131,9
827,1951,770,0
611,1973,330,0
383,1988,158,6
944,2015,825,0
834,1950,784,0
519,1979,173,0
737,1962,408,13
608,1973,334,0
574,1976,276,0
750,1960,523,0
451,1984,182,72
763,1959,541,0
660,1969,360,13
649,1970,364,1
511,1980,152,4
493,1981,105,0
177,1999,22,6
1124,2024,860,6
983,2017,815,76
811,1953,518,2
488,1981,118,0
798,1955,644,0
268,1994,103,4
939,2015,822,101
54,2006,8,6
774,1958,549,0
758,1959,533,0
578,1975,230,0
593,1974,310,0
543,1977,231,0
595,1974,265,0
735,1962,401,6
973,2017,835,0
781,1957,449,0
773,1958,531,0
321,1990,78,0
552,1977,222,32
984,2017,839,65
720,1963,403,0
269,1994,83,0
374,1988,160,0
233,1996,71,63
322,1990,122,0
862,2012,10,0
610,1973,262,0
801,1954,669,0
685,1967,235,0
970,2017,817,12
936,2015,828,6
737,1962,347,3
752,1960,475,11
307,1991,117,9
464,1983,177,25
131,2002,2,5
1035,2020,849,0
224,1996,35,6
797,1955,624,0
660,1969,351,0
1025,2019,1,322
739,1961,347,0
253,1995,22,11
884,2013,8,85
748,1960,506,0
272,1994,101,0
219,1997,14,24
564,1976,232,0
493,1981,205,0
703,1965,334,0
303,1992,127,0
829,1951,786,4
664,1969,357,0
267,1994,106,0
944,2015,18,16
696,1966,304,14
30,2008,3,9
753,1960,498,0
773,1958,585,0
639,1971,278,8
810,1953,555,1.5
56,2006,11,0
480,1982,206,7
359,1989,148,0
257,1994,79,2
468,1982,184,0
170,2000,2,0
745,1961,364,21
696,1966,328,14
1018,2019,847,0
541,1978,211,0
570,1976,238,1
513,1979,178,0
401,1987,78,0
608,1973,224,31
683,1967,386,0
516,1979,233,0
356,1989,117,6
466,1983,194,0
839,1950,537,0
552,1977,172,10
863,2012,807,2
810,1953,615,1.5
496,1981,158,10
835,1950,627,2
454,1983,188,1
2,2009,7,1
145,2001,35,4
1055,2021,817,24
471,1982,118,0
1057,2021,841,1
964,2016,20,165
890,2013,815,18
572,1976,242,0
370,1989,151,0
589,1975,292,0
1139,2024,860,7
797,1955,651,0
234,1996,55,31
47,2007,4,79
478,1982,158,10
786,1956,628,0
982,2017,840,28
769,1958,554,6
520,1979,232,0
556,1977,237,0
364,1989,55,3
993,2018,4,32
665,1969,289,19
877,2012,4,245
854,2011,39,0
717,1964,341,34
805,1954,648,10
189,1999,35,0
863,2012,4,43
345,2010,15,0
791,1956,630,0
68,2006,26,0
686,1967,322,0
774,1958,596,0
645,1970,306,3
943,2015,817,84
735,1962,424,0
488,1981,177,0
330,1990,137,22
230,1996,85,0
254,1995,30,92
563,1976,233,3
631,1972,207,4
907,2014,807,59
425,1985,95,5
781,1957,427,5
191,1998,57,10
711,1964,347,2
138,2002,22,61
423,1985,156,0
12,2009,1,27
521,1979,197,13
482,1982,177,44
917,2014,820,0
297,1992,108,0
463,1983,176,4
1073,2021,832,164.5
63,2006,31,26
265,1994,103,4
1037,2020,822,107
571,1976,252,10
685,1967,390,0
26,2008,6,8
650,1970,207,4
297,1992,105,5
1091,2022,840,13
875,2012,807,45
809,1953,677,0
933,2015,154,17
396,1987,105,8
698,1966,304,18
528,1978,242,0
477,1982,187,30
319,1991,142,0
625,1972,317,0
551,1977,187,9
374,1988,163,0
865,2012,20,73
462,1983,168,0
976,2017,18,0
820,1952,725,0
706,1965,423,0
165,2000,63,3
830,1951,658,2
791,1956,427,0
772,1958,584,0
378,1988,119,1
684,1967,384,0
540,1978,232,0
156,2001,50,1
82,2005,35,6
398,1987,95,43
121,2003,8,75
1105,2023,846,12
1041,2020,807,10
613,1973,293,0
230,1996,22,7
768,1958,565,0
755,1960,512,2
1077,2022,847,49
981,2017,838,1
23,2008,10,0
392,1987,170,0
559,1977,235,0
870,2012,154,76
782,1957,456,2
80,2005,35,6
537,1978,245,0
266,1994,87,6
564,1976,229,0
685,1967,347,2
820,1952,427,2
647,1970,320,0
679,1967,364,0
1020,2019,840,18
539,1978,202,7
835,1950,704,3
766,1958,543,0
569,1976,250,7
6,2009,20,23
333,1990,137,26
519,1979,202,8
1033,2020,832,15
456,1983,137,21
780,1957,609,0
196,1998,30,24
782,1957,558,0
610,1973,250,0
26,2008,7,2
814,1953,509,0
65,2006,36,0
179,1999,63,0
415,1986,176,0
298,1992,129,0
339,2010,808,0
741,1961,401,0
793,1955,651,0
724,1963,423,3
586,1975,299,0
580,1975,283,0
45,2007,1,70
494,1981,178,31
812,1953,647,28
332,1990,77,37
99,2004,43,3
100,2004,32,0
714,1964,305,1
934,2015,832,9
602,1974,313,0
618,1973,222,0
735,1962,467,0
755,1960,508,0
725,1963,383,0
606,1973,250,0
806,1954,671,0
1141,2024,4,62
764,1959,432,0
530,1978,177,0
414,1986,177,19
361,1989,145,8
508,1980,217,0
1110,2023,817,0
883,2013,17,32
569,1976,258,0
314,1991,141,1
301,1992,55,13
1040,2020,807,6
821,1952,615,0
742,1961,356,4
552,1977,260,0
506,1980,136,0
261,1994,81,0
822,1952,736,0
513,1979,163,0
316,1991,142,0
888,2013,20,157
285,1993,91,5
682,1967,341,4
937,2015,832,9
634,1971,223,4
645,1970,345,1
556,1977,247,0
444,1984,172,5
658,1969,370,3
969,2017,838,0
823,1952,757,0
814,1953,630,0
569,1976,253,0
405,1986,105,0
311,1991,117,17
301,1992,122,3
242,1995,79,0
327,1990,145,7
194,1998,56,11
550,1977,223,1
397,1987,123,8
830,1951,763,3
1073,2021,846,160
470,1982,105,10
775,1958,599,0
748,1960,475,8
844,2011,24,0
116,2003,21,10
378,1988,166,0
56,2006,18,13
195,1998,55,3
1069,2021,9,0
790,1956,449,0
725,1963,360,14
627,1972,320,0
491,1981,194,0
641,1971,182,0
473,1982,119,13
688,1967,364,13
544,1977,254,1
990,2018,830,8
519,1979,152,0
265,1994,56,1
817,1952,475,0
539,1978,158,0
807,1954,633,2
805,1954,509,0
1002,2018,20,226
781,1957,501,5
1015,2019,9,0
501,1980,173,6
926,2015,807,6
334,1990,78,0
311,1991,109,4
901,2014,3,43
672,1968,328,16
962,2016,837,0
44,2007,17,2
803,1954,611,0
736,1962,445,0
564,1976,178,2
366,1989,163,2
969,2017,817,0
521,1979,219,9
839,1950,687,4
773,1958,537,0
757,1959,356,9
856,2011,812,0
798,1955,665,0
760,1959,481,0
528,1978,240,0
770,1958,554,6
218,1997,22,6
540,1978,207,64
842,2011,15,0
750,1960,531,0
404,1986,117,0
116,2003,8,51
835,1950,633,0
832,1951,770,0
836,1950,796,0
752,1960,536,0
44,2007,27,0
325,1990,94,0
450,1984,158,3
628,1972,328,27
459,1983,117,30
833,1950,704,3
412,1986,77,6
725,1963,443,0
576,1975,283,0
671,1968,306,9
1136,2024,817,12
100,2004,46,0
916,2014,826,8
6,2009,3,7.5
166,2000,65,0
863,2012,10,0
493,1981,199,45
982,2017,826,4
299,1992,88,0
815,1953,713,0
229,1996,73,0
1054,2021,846,37
1015,2019,817,8
526,1979,176,0
261,1994,71,17
332,1990,112,0
360,1989,95,9
161,2000,56,0
658,1969,340,0
1087,2022,4,51
913,2014,817,181
499,1980,163,9
288,1993,70,1
814,1953,589,0
794,1955,625,0
668,1968,364,0
734,1962,356,3
366,1989,77,0
309,1991,119,10
976,2017,839,35
753,1960,437,0
798,1955,478,1
640,1971,306,1
544,1977,237,0
695,1966,374,2
194,1998,73,0
1085,2022,839,56
782,1957,580,0
819,1952,723,6
483,1981,194,0
790,1956,475,19
1003,2018,825,49
178,1999,37,1
627,1972,207,3
130,2002,31,27
22,2008,22,0
897,2013,20,347
211,1997,65,3
707,1965,412,0
369,1989,105,6
300,1992,91,3
862,2012,17,36
895,2013,813,1
630,1972,327,9
936,2015,1,202
847,2011,17,94
805,1954,513,0
302,1992,30,47
115,2003,15,13
791,1956,501,3
839,1950,526,0
490,1981,163,5
845,2011,15,0
372,1988,140,0
287,1993,118,4
1108,2023,807,9
681,1967,384,0
402,1987,112,3
53,2006,32,1
1131,2024,830,237
587,1975,172,6
814,1953,697,5
835,1950,789,0
763,1959,462,0
156,2001,14,61
839,1950,768,4
937,2015,815,25
170,2000,55,0
1071,2021,822,203
736,1962,463,0
818,1952,593,0
804,1954,520,0
364,1989,164,0
469,1982,196,0
12,2009,10,16
815,1953,701,0
574,1976,242,0
846,2011,17,79
111,2003,4,17
550,1977,263,0
928,2015,18,0
847,2011,24,0
184,1999,30,32
122,2003,42,0
1094,2022,817,35
655,1970,365,0
387,1988,146,0
651,1970,356,25
228,1996,57,5
908,2014,4,87
570,1976,207,5
762,1959,540,0
108,2003,30,5
295,1992,105,5
389,1987,122,0
407,1986,110,0
40,2007,11,1
1141,2024,830,393
892,2013,4,169
443,1984,112,0
97,2004,14,7
749,1960,527,0
303,1992,125,0
25,2008,4,10
759,1959,514,0
279,1993,30,20
119,2003,15,22
960,2016,830,115
614,1973,309,23
524,1979,163,11
169,2000,23,16
56,2006,22,2
229,1996,83,0
1104,2023,807,6
763,1959,501,5
68,2006,29,0
359,1989,95,9
639,1971,350,0
1020,2019,842,55
52,2007,9,39
47,2007,19,0
1014,2019,832,10
875,2012,811,25
951,2016,837,0
1058,2021,853,0
854,2011,812,0
1002,2018,822,159
835,1950,520,0
238,1996,79,0
876,2012,4,227
1059,2021,8,1
180,1999,23,12
141,2001,4,0
262,1994,109,1
585,1975,197,1.5
485,1981,215,0
821,1952,737,0
617,1973,223,2
113,2003,21,10
33,2008,22,11
881,2013,16,6
811,1953,647,25
541,1978,202,7
599,1974,316,0
33,2008,11,0
1012,2019,832,0
581,1975,252,1
211,1997,15,0
152,2001,21,4
429,1985,84,0
476,1982,177,21
315,1991,129,0
1053,2021,840,5
951,2016,3,100
23,2008,4,9
814,1953,713,0
372,1988,122,0
795,1955,478,1
728,1963,436,0
775,1958,597,0
937,2015,13,82
1136,2024,846,241
346,2010,807,2
126,2002,2,2
80,2005,17,22
253,1995,93,0
165,2000,23,12
775,1958,603,0
1007,2018,822,227
828,1951,653,0
30,2008,5,43
72,2005,17,4
803,1954,671,0
335,1990,81,0
8,2009,22,41
239,1996,63,5
37,2007,18,0
657,1969,340,0
854,2011,13,84
5,2009,2,6
617,1973,328,69
521,1979,163,10
129,2002,21,2
356,1989,94,0
762,1959,516,0
50,2007,23,5
611,1973,328,39
987,2017,20,302
764,1959,561,0
960,2016,154,28
1026,2019,832,76
371,1989,78,0
819,1952,593,0
331,1990,101,0
28,2008,12,13
140,2002,63,2
743,1961,373,11
289,1992,65,1
795,1955,518,0
588,1975,219,0
97,2004,18,44
1081,2022,832,83
696,1966,400,0
773,1958,601,0
375,1988,159,0
333,1990,55,13
804,1954,674,0
285,1993,71,58
707,1965,425,0
811,1953,699,0
784,1956,554,6
23,2008,15,9
1108,2023,842,16
372,1988,159,0
737,1962,346,0
866,2012,819,0
808,1953,498,4
443,1984,172,2
1,2009,20,0
795,1955,646,0
597,1974,182,30
502,1980,202,17
1061,2021,853,0
340,2010,30,10
226,1996,79,0
375,1988,141,0
311,1991,129,0
102,2004,8,18
7,2009,13,11
548,1977,229,0
52,2007,22,0
744,1961,483,0
670,1968,361,0
522,1979,187,13
602,1974,292,0
165,2000,25,0
636,1971,339,0
470,1982,184,0
13,2009,8,40
596,1974,312,0
270,1994,57,26
942,2015,3,247
909,2014,822,91
126,2002,37,0
826,1951,653,0
806,1954,799,0
555,1977,253,0
733,1962,454,3
546,1977,256,0
739,1961,482,0
630,1972,330,0
29,2008,7,2
330,1990,114,0
161,2000,49,4
621,1972,280,0
680,1967,361,0
619,1973,187,0
216,1997,76,0
987,2017,841,0
1026,2019,9,1
334,1990,95,31
852,2011,808,34
226,1996,85,0
1054,2021,830,61
492,1981,201,1
1026,2019,154,8
437,1984,160,0
361,1989,95,9
1038,2020,817,41
663,1969,361,10
648,1970,243,2
364,1989,159,1
593,1974,182,15
263,1994,79,4
749,1960,507,0
996,2018,832,28
771,1958,537,0
634,1971,347,0
831,1951,673,6
196,1998,56,15
975,2017,4,0
631,1972,238,12
128,2002,22,6
681,1967,278,7
622,1972,207,3
507,1980,197,4
750,1960,516,0
418,1986,140,19
371,1989,109,0
300,1992,104,0
781,1957,565,0
40,2007,9,12
128,2002,11,0
655,1970,362,0
868,2012,8,83
741,1961,478,0
678,1968,365,0
246,1995,64,0
1031,2020,817,0
648,1970,357,2
730,1962,457,0
256,1995,81,5
672,1968,358,4
511,1980,214,0
732,1962,425,0
59,2006,4,64
354,2010,17,238
773,1958,403,0
33,2008,14,8
552,1977,267,0
282,1993,119,11
782,1957,565,0
383,1988,165,0
984,2017,13,34
705,1965,418,0
757,1959,353,0
491,1981,158,8
561,1976,235,0
886,2013,4,96
816,1953,512,0
88,2005,39,5
912,2014,820,0
861,2012,154,0
63,2006,35,7
686,1967,384,0
960,2016,4,30
601,1974,278,0
567,1976,253,0
984,2017,1,306
550,1977,238,4
891,2013,1,139
201,1998,49,8
572,1976,197,0
1015,2019,848,7
729,1962,453,0
320,1991,110,9
706,1965,426,0
495,1981,213,0
1111,2023,817,0
758,1959,449,8
796,1955,611,0
504,1980,221,0
1008,2018,822,237
522,1979,200,2
888,2013,3,84
567,1976,252,4
52,2007,23,5
758,1959,536,0
329,1990,94,0
836,1950,762,0
631,1972,344,0
832,1951,580,0
563,1976,172,3
259,1994,49,2
94,2004,23,12
651,1970,224,3
96,2004,47,0
863,2012,819,0
752,1960,521,0
452,1983,95,0
391,1987,163,1
151,2001,23,31
316,1991,122,1
526,1979,222,51
448,1984,158,3
1000,2018,840,4
1004,2018,830,158
866,2012,1,88
753,1960,521,0
176,1999,25,0
979,2017,832,35
905,2014,821,0
757,1959,553,0
745,1961,490,0
710,1964,385,0
883,2013,820,0
698,1966,341,28
1085,2022,842,16
1100,2023,825,1
828,1951,449,0
555,1977,256,0
438,1984,184,0
685,1967,359,0
454,1983,193,0
313,1991,142,0
77,2005,8,27
369,1989,84,2
408,1986,170,2
853,2011,814,12
129,2002,15,0
599,1974,314,0
474,1982,200,0
813,1953,702,0
810,1953,611,2
753,1960,523,0
762,1959,551,0
913,2014,807,72
781,1957,484,0
406,1986,172,4
894,2013,16,26
459,1983,188,1
393,1987,167,0
68,2006,2,22
833,1950,669,0
395,1987,169,0
752,1960,539,0
684,1967,360,3
287,1993,22,2
824,1952,729,0
850,2011,812,0
586,1975,221,12
558,1977,119,0
354,2010,37,6
1112,2023,1,164
906,2014,807,57
687,1967,360,3
485,1981,212,0
569,1976,243,1
706,1965,411,0
631,1972,199,3
5,2009,22,27
286,1993,120,2
856,2011,1,196
851,2011,155,27
1030,2019,847,0
931,2015,154,16
502,1980,225,0
281,1993,110,0
126,2002,30,24
89,2005,33,7
1072,2021,847,16
634,1971,278,6
911,2014,3,220
645,1970,361,0
728,1963,452,0
635,1971,224,2
632,1971,207,9
916,2014,3,292
769,1958,528,0
768,1958,513,0
1135,2024,1,154
504,1980,222,2
149,2001,18,0
710,1964,397,8
723,1963,375,1
811,1953,632,0
459,1983,193,2
463,1983,168,0
1009,2018,843,4
910,2014,807,69
419,1986,140,23
764,1959,558,0
606,1973,224,18
876,2012,18,141
798,1955,518,0
714,1964,309,0
53,2006,31,4
774,1958,437,0
868,2012,10,0
782,1957,617,0
1136,2024,858,0
839,1950,627,13
781,1957,617,0
446,1984,102,9
781,1957,578,13
769,1958,477,3
375,1988,131,0
169,2000,2,0
514,1979,224,1
550,1977,239,0
775,1958,601,0
542,1978,232,0
625,1972,309,6
182,1999,70,0
692,1966,398,0
967,2016,830,192
779,1957,562,0
328,1990,88,1
945,2015,8,150
283,1993,118,4
253,1995,98,0
306,1991,102,20
731,1962,456,0
2,2009,67,2
553,1977,219,0
347,2010,10,0
589,1975,278,0
639,1971,224,16
686,1967,385,0
425,1985,160,0
331,1990,114,0
222,1997,44,16
631,1972,321,0
600,1974,182,38
509,1980,176,0
75,2005,30,10
1026,2019,825,20
631,1972,317,0
837,1950,427,0
114,2003,49,7
1131,2024,4,41
841,2011,153,0
738,1961,478,0
424,1985,118,2
73,2005,15,16
80,2005,31,16
574,1976,246,0
1032,2020,815,16
1082,2022,817,15
375,1988,146,0
735,1962,385,4
792,1955,643,2
1042,2020,8,2
411,1986,123,0
820,1952,628,0
743,1961,484,0
345,2010,5,0
330,1990,148,0
971,2017,832,10
288,1993,79,0
623,1972,333,3
971,2017,835,0
202,1998,23,4
740,1961,418,0
1035,2020,844,45
348,2010,10,0
748,1960,522,0
434,1985,163,3
662,1969,362,0
475,1982,182,15
140,2002,56,8
1100,2023,839,4
382,1988,118,11
200,1998,35,12
319,1991,90,8
123,2003,17,17
498,1980,202,0
732,1962,457,0
